drug_id,name,units
664,Potassium chloride (Slow K (50 mmol)),mmol
665,Praziquantel (1800 mg),tab(s)
666,Praziquantel (2400 mg),tab(s)
667,Propantheline bromide(30mg),tab(s)
668,Quinapril (10mg),tab(s)
669,Quinapril (30mg),tab(s)
670,Sodium Valproate (60mg),tab(s)
671,Spironolactone (50mg) ,tab(s)
672,Spironolactone (100mg) ,tab(s)
673,SP (1 tablet),tablet
674,SP (2 tablets),tablets
675,SP (3 tablets),tablets
676,Tramadol (100mg),tab(s)
677,Vitamin B complex (1 tablet),tablet
678,Adrenaline injection,tab(s)
679,Aminophylline injection,tab(s)
680,Atropine sulphate injection(600mcg),mcg
681,Atropine sulphate injection(1200mcg),mcg
682,Atropine sulphate injection(2400mcg),tab(s)
683,Cefotaxime injection(1g),g
684,Cefotaxime injection(2g),g
685,Ceftriaxone Injection(2g),g
686,Chloramphenicol injection(2g),g
687,Chlorpromazine HCl injection (25 mg),tab(s)
688,Chlorpromazine HCl injection (50 mg),tab(s)
689,Chlorpromazine HCl injection (100 mg),tab(s)
690,Chlorpromazine HCl injection (200 mg),tab(s)
691,Dexamethasone injection (1 mg),tab(s)
692,Dexamethasone injection (2 mg),tab(s)
693,Dexamethasone injection (4 mg),tab(s)
694,Dexamethasone injection (5 mg),tab(s)
695,Dexamethasone injection (10 mg),tab(s)
696,Diazepam injection (10mg),mg (injection)
697,Diazepam injection (20mg),mg (injection)
698,Diclofenac injection (50mg),mg (injection)
699,Flucloxacillin injection (500 mg),mg (injection)
700,"Frusemide 10mg/ml, 2ml",mg (injection)
701,"Frusemide 10mg/ml, 2ml",mg (injection)
702,"Frusemide 10mg/ml, 2ml",mg (injection)
703,"Frusemide 10mg/ml, 2ml",mg (injection)
704,Gentamicin injection (80mg),mg (injection)
705,Gentamicin injection (160mg),mg (injection)
706,Gentamicin injection (240mg),mg (injection)
707,Heparin 5000u/ml (5ml),iu
708,Heparin 5000u/ml (5ml),iu
709,Heparin 5000u/ml (5ml),iu
710,Hydralazine HCl (2.5ml),mg (injection)
711,Hydralazine HCl (5ml),mg (injection)
712,Hydralazine HCl (10ml),mg (injection)
713,Losartan (25mg tablet),tab(s)
714,Losartan (50mg tablet),tab(s)
715,Losartan (100mg tablet),tab(s)
716,Propranolol (80mg tablet),tab(s)
717,Propranolol (120mg tablet),tab(s)
718,Propranolol (160mg tablet),tab(s)
719,HCZ (50mg tablet),tab(s)
720,Prednisolone (15mg),tab(s)
721,Prednisolone (30 mg),tab(s)
722,Morphine Sulphate Tablets (15mg),tab(s)
723,Fefol (1 tablet),tablet
724,Acyclovir (500 mg),tab(s)
725,Acyclovir (850 mg),tab(s)
